countryCode,stateCode,stateName1,stateName2,stateName3,googleName,googleAdmin,countryName,lat,lng,bounds,combinaciones
IN,IN-DN,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Union Territory of Dadra and Nagar Haveli,"Dadra and Nagar Haveli, India",administrative_area_level_1,India,20.16667,73.03333,20.3625029@73.2258921*20.052287@72.921629,2
IN,IN-DD,Daman and Diu,Daman and Diu,Union Territory of Daman and Diu,"Daman and Diu, India",administrative_area_level_1,India,20.4,72.87,20.743124@72.9067969*20.3672191@70.873313,3
IN,IN-GA,Goa,Goa,Goa,"Goa, India",administrative_area_level_1,India,15.33333,74.08333,15.799917@74.3405329*14.8971223@73.6893279,4
IN,IN-GJ,Gujarat,Gujarat,State of Gujarat,"Gujarat, India",administrative_area_level_1,India,23,71.75,24.705709@74.4764881*20.127954@68.1915379,35
IN,IN-HR,Haryana,Haryana,State of Haryana,"Haryana, India",administrative_area_level_1,India,29.25,76.33333,30.9128649@77.59544799999999*27.6529931@74.457616,16
IN,IN-JK,Jammu and Kashmir,Kashmir,State of Jammu and Kashmir,Jammu and Kashmir,administrative_area_level_1,India,Jammu and Kashmir,India,35.50542739999999@79.3058506*32.2922694@73.750507,28
IN,IN-KA,Karnataka,Karnataka,State of Karnataka,"Karnataka, India",administrative_area_level_1,India,14.66667,75.83333,18.4411689@78.5860101*11.593352@74.0928802,40
IN,IN-KL,Kerala,Kerala,State of Kerala,"Kerala, India",administrative_area_level_1,India,10.41667,76.5,12.7883001@77.3956369*8.294896999999999@74.8649065,20
IN,IN-LD,Laccadives,Laccadives,Union Territory of Lakshadweep,"Lakshadweep, India",administrative_area_level_1,India,Laccadives,India,12.3934258@73.6848297*8.2658179@71.8844221,15
IN,IN-MP,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,"Madhya Pradesh, India",administrative_area_level_1,India,23.5,78.5,26.8681089@82.809674*21.0799139@74.0362481,54
IN,IN-MH,Maharashtra,Maharashtra,State of Maharashtra,"Maharashtra, India",administrative_area_level_1,India,19.5,76,22.0281314@80.890924*15.6024121@72.659363,72
IN,IN-MN,Manipur,Manipur,Manipur,"Manipur, India",administrative_area_level_1,India,25,94,25.691874@94.74324*23.8360479@92.97107799999999,9
IN,IN-ML,Meghalaya,Meghalaya,Meghalaya,"Meghalaya, India",administrative_area_level_1,India,25.5,91.33333,26.1204059@92.80226599999999*25.0333579@89.815674,8
IN,IN-MZ,Mizoram,Mizoram,Mizoram,"Mizoram, India",administrative_area_level_1,India,23,93,24.5174359@93.4375611*21.946661@92.258479,8
IN,IN-DL,NCT,NCT,National Capital Territory of Delhi,"Delhi, India",administrative_area_level_1,India,28.6667,77.1,28.881338@77.3484578*28.412593@76.83806899999999,2
IN,IN-NL,Nagaland,Nagaland,State of Nagaland,"Nagaland, India",administrative_area_level_1,India,26.08333,94.5,27.036123@95.244715*25.198068@93.327578,9
IN,IN-OR,Odisha,Odisha,State of Odisha,"Odisha, India",administrative_area_level_1,India,20.5,84.41667,22.5700271@87.483385*17.8120961@81.388607,42
IN,IN-RJ,Rajasthan,Rajasthan,State of Rajasthan,"Rajasthan, India",administrative_area_level_1,India,26.58333,73.83333,30.1932842@78.26338109999999*23.0632669@69.484413,80
IN,IN-SK,Sikkim,Sikkim,Sikkim,"Sikkim, India",administrative_area_level_1,India,27.75,88.5,28.117725@88.9182876*27.079261@88.0143561,2
IN,IN-CT,State of Chhattisgarh,Chhattisgarh,State of Chhattisgarh,"Chhattisgarh, India",administrative_area_level_1,India,21.5,82,24.1187091@84.39599799999999*17.782531@80.2439,40
IN,IN-HP,State of Himachal Pradesh,Himachal Pradesh,State of Himachal Pradesh,"Himachal Pradesh, India",administrative_area_level_1,India,31.91667,77.25,33.257958@79.003309*30.382469@75.5874709,20
IN,IN-JH,State of Jharkhand,Jharkhand,State of Jharkhand,"Jharkhand, India",administrative_area_level_1,India,23.75,85.5,25.328823@87.947529*21.9729309@83.32382799999999,25
IN,IN-PB,State of Punjab,Punjab,State of Punjab,"Punjab, India",administrative_area_level_1,India,30.91667,75.41667,32.4981352@76.92175809999999*29.537147@73.88058,16
IN,IN-TN,Tamil Nadu,Tamil Nadu,State of Tamil Nadu,"Tamil Nadu, India",administrative_area_level_1,India,11,78.33333,13.496666@80.3464511*8.0774075@76.23055409999999,30
IN,IN-TG,Telangana,Telangana,Telangana,"Telangana, India",administrative_area_level_1,India,17.83333,79.08333,19.916715@81.3075465*15.83535@77.23791299999999,25
IN,IN-TR,Tripura,Tripura,Tripura,"Tripura, India",administrative_area_level_1,India,24,92,24.533733@92.336001*22.929054@91.15093189999999,6
IN,IN-AN,Union Territory of Andaman and Nicobar Islands,Andaman and Nicobar Islands,Union Territory of Andaman and Nicobar Islands,"Andaman and Nicobar Islands, India",administrative_area_level_1,India,11.70065,92.67517,13.6746932@94.3014984*6.7535159@92.2080496,24
IN,IN-PY,Union Territory of Puducherry,Pondicherry,Union Territory of Puducherry,"Puducherry, India",administrative_area_level_1,India,11.93333,79.81667,16.7752581@82.3142498*10.826744@75.529038,56
IN,IN-UP,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,"Uttar Pradesh, India",administrative_area_level_1,India,27.25,80.75,30.411635@84.6743269*23.870839@77.0924369,64
IN,IN-UT,Uttarakhand,Uttarakhand,State of Uttarakhand,"Uttarakhand, India",administrative_area_level_1,India,30.25,79.25,31.45461499999999@81.0446315*28.710125@77.57860889999999,20
IN,IN-WB,West Bengal,West Bengal,West Bengal,"West Bengal, India",administrative_area_level_1,India,24,88,27.220707@89.880039*21.5468653@85.82095799999999,35
ID,ID-BA,Bali,Bali,Provinsi Bali,"Bali, Indonesia",administrative_area_level_1,Indonesia,-8.5,115,-8.061682@115.7115281*-8.8492294@114.431626,2
ID,ID-BB,Bangka–Belitung Islands,Bangka–Belitung Islands,Kepulauan Bangka Belitung,"Bangka Belitung Islands, Indonesia",administrative_area_level_1,Indonesia,-2.66667,106.66667,-1.5020511@108.8480211*-3.416535@105.108396,12
ID,ID-BT,Banten,Banten,Banten,"Banten, Indonesia",administrative_area_level_1,Indonesia,-6.5,106.25,-5.8758139@106.779915*-7.016342@105.1001149,6
ID,ID-JT,Central Java,Central Java,Provinsi Jawa Tengah,"Central Java, Indonesia",administrative_area_level_1,Indonesia,-7.5,110,-5.725698@111.6914889*-8.2116331@108.555502,16
ID,ID-KT,Central Kalimantan,Central Kalimantan,Provinsi Kalimantan Tengah,"Central Kalimantan, Indonesia",administrative_area_level_1,Indonesia,-2,113.5,0.793256@115.84722*-3.5618859@110.733665,24
ID,ID-ST,Central Sulawesi,Central Sulawesi,Sulawesi Tengah,"Central Sulawesi, Indonesia",administrative_area_level_1,Indonesia,-0.9166,122.3538,1.375153@124.1825231*-3.640744@119.446937,30
ID,ID-YO,Daerah Istimewa Yogyakarta,Daerah Istimewa Yogyakarta,Daerah Istimewa Yogyakarta,"Special Region of Yogyakarta, Indonesia",administrative_area_level_1,Indonesia,Daerah Istimewa Yogyakarta,Indonesia,-7.541900999999999@110.8346329*-8.204188@110.013942,2
ID,ID-JK,Daerah Khusus Ibukota Jakarta,Jakarta Raya,Daerah Khusus Ibukota Jakarta,"Special Capital Region of Jakarta, Indonesia",administrative_area_level_1,Indonesia,-6.2182,106.8584,-5.1843219@106.972825*-6.3708331@106.3831259,2
ID,ID-JI,East Java,East Java,Jawa Timur,"East Java, Indonesia",administrative_area_level_1,Indonesia,-7.7394,112.5099,-5.048902099999999@116.267761*-8.780560999999999@110.8987199,28
ID,ID-KI,East Kalimantan,East Kalimantan,Provinsi Kalimantan Timur,"East Kalimantan, Indonesia",administrative_area_level_1,Indonesia,0.5,116.5,2.606556@119.025528*-2.409401@113.836634,35
ID,ID-NT,East Nusa Tenggara,East Nusa Tenggara,Provinsi Nusa Tenggara Timur,"East Nusa Tenggara, Indonesia",administrative_area_level_1,Indonesia,-8.65738,121.07937,-8.063516@125.192625*-11.007502@118.927002,32
ID,ID-AC,Nanggroe Aceh Darussalam Province,Aceh,Nanggroe Aceh Darussalam Province,"Aceh, Indonesia",administrative_area_level_1,Indonesia,4,97,6.076939899999999@98.2881589*2.004787@95.00970699999999,20
ID,ID-KU,North Kalimantan,North Kalimantan,North Kalimantan,"North Kalimantan, Indonesia",administrative_area_level_1,Indonesia,3.35989,116.53198,4.407823@117.9865011*1.0437289@114.5639757,16
ID,ID-SA,North Sulawesi,North Sulawesi,Sulawesi Utara,"North Sulawesi, Indonesia",administrative_area_level_1,Indonesia,1.25,124.83333,5.565783@127.1815781*0.2920059@123.110851,30
ID,ID-SU,North Sumatra,North Sumatra,Sumatera Utara,"North Sumatra, Indonesia",administrative_area_level_1,Indonesia,2,99,4.3013451@100.4257811*-0.6387609@97.0585893,20
ID,ID-BE,Propinsi Bengkulu,Bengkulu,Propinsi Bengkulu,"Bengkulu, Indonesia",administrative_area_level_1,Indonesia,-3.79965,102.26683,-2.276762@103.763478*-5.514213@101.022572,12
ID,ID-GO,Provinsi Gorontalo,Gorontalo,Provinsi Gorontalo,"Gorontalo, Indonesia",administrative_area_level_1,Indonesia,0.693,122.4704,1.0411331@123.5522941*0.306354@121.161245,6
ID,ID-JA,Provinsi Jambi,Jambi,Provinsi Jambi,"Jambi, Indonesia",administrative_area_level_1,Indonesia,-1.5,103,-0.735738@104.4574331*-2.770068@101.1286029,12
ID,ID-LA,Provinsi Lampung,Lampung,Provinsi Lampung,"Lampung, Indonesia",administrative_area_level_1,Indonesia,-5,105,-3.7238229@106.2114329*-6.1678535@103.5726931,16
ID,ID-MA,Provinsi Maluku,Maluku,Provinsi Maluku,"Maluku, Indonesia",administrative_area_level_1,Indonesia,-3.23846,130.14527,-1.37872@134.908555*-8.345391@125.722838,80
ID,ID-MU,Provinsi Maluku Utara,Maluku Utara,Provinsi Maluku Utara,"North Maluku, Indonesia",administrative_area_level_1,Indonesia,0.019032,127.788381,2.645167@129.6574671*-2.477640000000001@124.2830601,30
ID,ID-PA,Provinsi Papua,Papua,Provinsi Papua,"Papua, Indonesia",administrative_area_level_1,Indonesia,-4.75,138,-0.620799@141.0195621*-9.1276567@134.598577,80
ID,ID-RI,Provinsi Riau,Riau,Provinsi Riau,"Riau, Indonesia",administrative_area_level_1,Indonesia,0.5005,101.749,2.8831664@103.813297*-1.122273@100.024849,16
ID,ID-SR,Provinsi Sulawesi Barat,Sulawesi Barat,Provinsi Sulawesi Barat,"West Sulawesi, Indonesia",administrative_area_level_1,Indonesia,-2.5,119.3333,-0.8498319999999999@119.8754601*-3.5706031@118.754871,8
ID,ID-KR,Riau Islands,Riau Islands,Provinsi Kepulauan Riau,"Riau Islands, Indonesia",administrative_area_level_1,Indonesia,4.020147,108.176077,4.2665521@109.164018*-0.864122@103.278237,35
ID,ID-KS,South Kalimantan,South Kalimantan,Provinsi Kalimantan Selatan,"South Kalimantan, Indonesia",administrative_area_level_1,Indonesia,-2.5,115.5,-1.315037@116.555961*-4.744813@114.345859,12
ID,ID-SN,South Sulawesi,South Sulawesi,Provinsi Sulawesi Selatan,"South Sulawesi, Indonesia",administrative_area_level_1,Indonesia,-4.33333,120.25,-1.895236@121.8402099*-7.758941000000001@117.038636,35
ID,ID-SS,South Sumatra,South Sumatra,Sumatera Selatan,"South Sumatra, Indonesia",administrative_area_level_1,Indonesia,-2.75,103.83333,-1.6254409@106.0968391*-4.925352@102.0674489,20
ID,ID-SG,Sulawesi Tenggara,Sulawesi Tenggara,Sulawesi Tenggara,"South East Sulawesi, Indonesia",administrative_area_level_1,Indonesia,-4.3935,122.2149,-2.779383@124.6219021*-6.211539@120.8593699,25
ID,ID-JB,West Java,West Java,Jawa Barat,"West Java, Indonesia",administrative_area_level_1,Indonesia,-6.75,107.5,-5.914709999999999@108.839768*-7.820987000000001@106.370508,9
ID,ID-KB,West Kalimantan,West Kalimantan,Provinsi Kalimantan Barat,"West Kalimantan, Indonesia",administrative_area_level_1,Indonesia,0,110.5,2.011464@114.2013257*-3.039184@108.020782,42
ID,ID-NB,West Nusa Tenggara,West Nusa Tenggara,West Nusa Tenggara,"West Nusa Tenggara, Indonesia",administrative_area_level_1,Indonesia,-8.74,117.5333,-8.0804828@119.335274*-9.109487099999999@115.821105,10
ID,ID-PB,West Papua,West Papua,Provinsi Papua Barat,"West Papua, Indonesia",administrative_area_level_1,Indonesia,-0.86531,134.06118,1.080692@135.2579801*-4.329338@129.29998,42
ID,ID-SB,West Sumatra,West Sumatra,Provinsi Sumatera Barat,"West Sumatra, Indonesia",administrative_area_level_1,Indonesia,-1,100.5,0.907389@101.8929181*-4.020091@98.59692190000001,20
IR,IR-32,Alborz,Alborz,Alborz,"Alborz, Iran",administrative_area_level_1,Iran,36.01117,50.80956,36.367461@51.4378689*35.6791569@50.236225,4
IR,IR-06,Bushehr,Bushehr,Bushehr,"Bushehr, Iran",administrative_area_level_1,Iran,28.75,51.5,30.2606125@52.984136*27.318152@50.02943399999999,12
IR,IR-01,East Azerbaijan,East Azerbaijan,East Azerbaijan,"East Azerbaijan, Iran",administrative_area_level_1,Iran,38,46.75,39.2269344@48.381633*36.7253659@45.11238119999999,16
IR,IR-14,Fars,Fars,Fars,"Fars, Iran",administrative_area_level_1,Iran,29,53,31.763714@55.6170359*27.147872@50.58247799999999,30
IR,IR-23,Hormozgan,Hormozgan,Hormozgan,"Hormozgan, Iran",administrative_area_level_1,Iran,27.75,56.5,29.0007821@59.241241*25.4073199@52.6619539,40
IR,IR-04,Isfahan,Isfahan,Isfahan,"Isfahan, Iran",administrative_area_level_1,Iran,33,52.16667,34.512445@55.472436*30.801642@49.484136,35
IR,IR-15,Kerman,Kerman,Kerman,"Kerman, Iran",administrative_area_level_1,Iran,29.75,57.25,32.062049@59.49789109999999*26.0287301@54.438294,42
IR,IR-10,Khuzestan,Khuzestan,Khuzestan,"Khuzestan, Iran",administrative_area_level_1,Iran,31.5,49,33.09328@50.433708*29.9426961@47.614482,20
IR,IR-22,Markazi,Markazi,Ostan-e Markazi,"Markazi, Iran",administrative_area_level_1,Iran,34.33333,49.83333,35.710403@51.0862229*33.5383001@48.889122,12
IR,IR-21,Mazandaran,Mazandaran,Ostan-e Mazandaran,"Mazandaran, Iran",administrative_area_level_1,Iran,36.25,52.33333,36.9641991@54.23243799999999*35.774562@50.308859,10
IR,IR-03,Ostān-e Ardabīl,Ardabil,Ostān-e Ardabīl,"Ardabil, Iran",administrative_area_level_1,Iran,38.5,48,39.696316@48.9020619*37.136651@47.0332369,6
IR,IR-08,Ostan-e Chahar Mahal va Bakhtiari,Chahar Mahall va Bakhtiari,Ostan-e Chahar Mahal va Bakhtiari,"Chaharmahal and Bakhtiari, Iran",administrative_area_level_1,Iran,32.16667,50.75,32.700775@51.3524481*31.112481@49.76081509999999,6
IR,IR-27,Ostan-e Golestan,Golestan,Ostan-e Golestan,"Golestan, Iran",administrative_area_level_1,Iran,37.25,55,38.1115261@56.2873059*36.454137@53.861679,12
IR,IR-19,Ostan-e Gilan,Gilan,Ostan-e Gilan,"Gilan, Iran",administrative_area_level_1,Iran,37.16667,49.5,38.483889@50.5983031*36.577453@48.525495,9
IR,IR-24,Ostan-e Hamadan,Hamadan,Ostan-e Hamadan,"Hamadan, Iran",administrative_area_level_1,Iran,34.83333,48.58333,35.8020712@49.590782*34.042443@47.61829410000001,6
IR,IR-17,Ostan-e Kermanshah,Kermanshah,Ostan-e Kermanshah,"Kermanshah, Iran",administrative_area_level_1,Iran,34.41667,46.75,35.2948881@48.0462301*33.643212@45.412762,12
IR,IR-29,Ostan-e Khorasan-e Jonubi,Khorasan-e Jonubi,Ostan-e Khorasan-e Jonubi,"South Khorasan, Iran",administrative_area_level_1,Iran,32.5,59.5,35.1648275@61.144714*30.389156@55.306599,42
IR,IR-31,Ostan-e Khorasan-e Shomali,Khorasan-e Shomali,Ostan-e Khorasan-e Shomali,"North Khorasan, Iran",administrative_area_level_1,Iran,37.5,57,38.2725939@58.387249*36.6166539@55.805023,12
IR,IR-18,Ostan-e Kohgiluyeh va Bowyer Ahmad,Kohgiluyeh va Buyer Ahmad,Ostan-e Kohgiluyeh va Bowyer Ahmad,"Kohgiluyeh Va Boyer Ahmad, Iran",administrative_area_level_1,Iran,30.83333,50.66667,31.5126911@51.69622409999999*30.171534@49.913279,6
IR,IR-16,Ostan-e Kordestan,Kordestan,Ostan-e Kordestan,"Kurdistan, Iran",administrative_area_level_1,Iran,35.66667,47,36.510781@48.221637*34.757877@45.5092349,12
IR,IR-20,Ostan-e Lorestan,Lorestan,Ostan-e Lorestan,"Lorestan, Iran",administrative_area_level_1,Iran,33.5,48.5,34.412064@50.0329071*32.643707@46.87204699999999,15
IR,IR-28,Ostan-e Qazvin,Qazvin,Ostan-e Qazvin,"Qazvin, Iran",administrative_area_level_1,Iran,36,49.75,36.793277@50.831637*35.478295@48.7562989,6
IR,IR-07,Ostan-e Tehran,Tehran,Ostan-e Tehran,"Tehran, Iran",administrative_area_level_1,Iran,35.66667,51.41667,36.07789210000001@53.216228*34.909543@50.3186971,12
IR,IR-02,Ostan-e Azarbayjan-e Gharbi,Azarbayjan-e Gharbi,Ostan-e Azarbayjan-e Gharbi,"West Azerbaijan, Iran",administrative_area_level_1,Iran,37.66667,45,39.7772221@47.3370221*35.972786@44.0472641,20
IR,IR-05,Ostan-e Ilam,Ilam,Ostan-e Ilam,"Ilam, Iran",administrative_area_level_1,Iran,33.16667,47,34.0870306@47.9499759*32.108081@45.7538491,9
IR,IR-26,Qom,Qom,Qom,"Qom, Iran",administrative_area_level_1,Iran,34.75,51,35.266457@51.9553689*34.178908@50.3030911,4
IR,IR-30,Razavi Khorasan,Razavi Khorasan,Ostan-e Khorasan-e Raẕavi,"Khorasan Razavi, Iran",administrative_area_level_1,Iran,35.25,59,37.7905918@61.282579*33.4001927@56.4763309,30
IR,IR-12,Semnan,Semnan,Ostan-e Semnan,"Semnan, Iran",administrative_area_level_1,Iran,35.5,55,37.339245@57.1511891*34.3478729@51.87290410000001,28
IR,IR-13,Sistan and Baluchestan,Sistan and Baluchestan,Sistan and Baluchestan,"Sistan and Baluchestan, Iran",administrative_area_level_1,Iran,28.5,60.5,31.46009089999999@63.317459*25.0640871@58.79247700000001,42
IR,IR-25,Yazd,Yazd,Yazd,"Yazd, Iran",administrative_area_level_1,Iran,32.5,55.58333,33.4416301@56.6563585*29.8391561@52.868294,25
IR,IR-11,Zanjan,Zanjan,Ostan-e Zanjan,"Zanjan, Iran",administrative_area_level_1,Iran,36.5,48.33333,37.2304001@49.4606439*35.588728@47.183268,9
IQ,IQ-NA,An Najaf,An Najaf,An Najaf,"An-Najaf, Iraq",administrative_area_level_1,Iraq,31.25,43.83333,32.330808@44.69505700000001*29.8682399@42.81905,12
IQ,IQ-AN,Anbar,Anbar,Muḩāfaz̧at al Anbār,"Al Anbar, Iraq",administrative_area_level_1,Iraq,33,41.75,35.1012211@44.307257*30.5896601@38.7958871,42
IQ,IQ-BA,Basra Governorate,Basra Governorate,Muhafazat al Basrah,"Basrah, Iraq",administrative_area_level_1,Iraq,30.41667,47.41667,31.30282699999999@48.575909*29.1030541@46.556681,9
IQ,IQ-DQ,Dhi Qar,Dhi Qar,Muhafazat Dhi Qar,"Dhi Qar, Iraq",administrative_area_level_1,Iraq,31.25,46.25,31.9975451@47.1987489*30.564833@45.643673,6
IQ,IQ-DA,Dihok,Dahuk,Dihok,"Duhok, Iraq",administrative_area_level_1,Iraq,37.06667,43.13333,37.3780401@44.110214*36.696166@42.3622129,6
IQ,IQ-DI,Diyala,Diyala,Diyala,"Diyala, Iraq",administrative_area_level_1,Iraq,34,45,35.1153911@46.01852*33.006982@44.292854,9
IQ,IQ-BG,Mayorality of Baghdad,Mayorality of Baghdad,Muhafazat Baghdad,"Baghdad, Iraq",administrative_area_level_1,Iraq,33.31667,44.36667,33.525989@44.59157*33.1945229@44.238519,0
IQ,IQ-MA,Maysan,Maysan,Muhafazat Maysan,"Maysan, Iraq",administrative_area_level_1,Iraq,31.9,47.06667,32.84025200000001@47.8643842*31.142853@46.30178309999999,4
IQ,IQ-WA,Muhafazat Wasit,Wasit,Muhafazat Wasit,"Wasit, Iraq",administrative_area_level_1,Iraq,32.75,45.41667,33.47649@46.606579*31.9118621@44.5098,9
IQ,IQ-AR,Muhafazat Arbil,Arbil,Muhafazat Arbil,"Erbil, Iraq",administrative_area_level_1,Iraq,36.33333,44.2,37.3164861@45.079124*35.4216699@43.327232,9
IQ,IQ-BB,Muhafazat Babil,Babil,Muhafazat Babil,"Babil, Iraq",administrative_area_level_1,Iraq,32.53333,44.61667,33.233322@45.214476*32.0787799@43.849441,6
IQ,IQ-KA,Muhafazat Karbala’,Karbalaʼ,Muhafazat Karbala’,"Al-Karbala, Iraq",administrative_area_level_1,Iraq,32.5,43.83333,32.770007@44.32304999999999*32.11118@43.164438,2
IQ,IQ-TS,Muhafazat Kirkuk,At Taʼmim,Muhafazat Kirkuk,"Kirkuk, Iraq",administrative_area_level_1,Iraq,35.36667,44.13333,35.906433@44.790187*34.681948@43.264615,4
IQ,IQ-NI,Muhafazat Ninawa,Ninawa,Muhafazat Ninawa,"Ninawa, Iraq",administrative_area_level_1,Iraq,36.08333,42.5,37.06718100000001@44.309753*34.8811661@41.218105,16
IQ,IQ-MU,Muhafazat al Muthanna,Al Muthanna,Muhafazat al Muthanna,"Al Muthanna, Iraq",administrative_area_level_1,Iraq,30.25,45.33333,31.699816@46.648625*29.078844@43.807403,12
IQ,IQ-QA,Muhafazat al Qadisiyah,Al Qadisiyah,Muhafazat al Qadisiyah,"Al-Qadisiyyah, Iraq",administrative_area_level_1,Iraq,31.91667,45.08333,32.420094@45.82649199999999*31.25445389999999@44.376614,4
IQ,IQ-SU,Muhafazat as Sulaymaniyah,As Sulaymaniyah,Muhafazat as Sulaymaniyah,"Sulaymaniyah, Iraq",administrative_area_level_1,Iraq,35.58333,45.33333,36.527485@46.349213*34.525829@44.5263089,9
IQ,IQ-SD,Salah Al-Din Governorate,Salah ad Din Governorate,Muhafazat Salah ad Din,"Salah Al-Din, Iraq",administrative_area_level_1,Iraq,34.5,43.65,35.675014@44.955274*33.414859@42.450488,9
IL,IL-M,Central District,Central District,Central District,"Center District, Israel",administrative_area_level_1,Israel,32.08333,34.91667,32.4126018@35.051422*31.7571918@34.66654279999999,4
IL,IL-HA,Haifa,Haifa,Haifa,"Haifa District, Israel",administrative_area_level_1,Israel,32.58333,35,32.8873096@35.2104844*32.3633179@34.8693935,2
IL,IL-JM,Jerusalem,Jerusalem,Jerusalem,"Jerusalem District, Israel",administrative_area_level_1,Israel,31.75,35,31.8829601@35.2652869*31.6027918@34.8200998,2
IL,IL-Z,Northern District,Northern District,Northern District,"North District, Israel",administrative_area_level_1,Israel,32.83333,35.33333,33.33280500000001@35.896244*32.3869671@35.0272979,2
IL,IL-D,Southern District,Southern District,Southern District,"South District, Israel",administrative_area_level_1,Israel,30.66667,34.83333,31.8779508@35.4549186*29.4906471@34.2673871,6
IL,IL-TA,Tel Aviv,Tel Aviv,Tel Aviv District,"Tel Aviv District, Israel",administrative_area_level_1,Israel,32.08414,34.79995,32.202148@34.8756378*32.0165529@34.7425159,0
JP,JP-23,Aichi,Aichi,Aichi-ken,"Aichi Prefecture, Japan",administrative_area_level_1,Japan,35.18017,136.90656,35.424822@137.8378674*34.5780875@136.6710227,4
JP,JP-05,Akita,Akita,Akita,"Akita Prefecture, Japan",administrative_area_level_1,Japan,39.75,140.4,40.5111363@140.9953727*38.8735396@139.6929608,6
JP,JP-02,Aomori,Aomori,Aomori-ken,"Aomori Prefecture, Japan",administrative_area_level_1,Japan,40.7831,140.82828,41.55623689999999@141.6830976*40.21775909999999@139.8587195,6
JP,JP-12,Chiba,Chiba,Chiba-ken,"Chiba Prefecture, Japan",administrative_area_level_1,Japan,35.60506,140.12333,36.1041115@140.881206*34.8991263@139.739439,6
JP,JP-38,Ehime,Ehime,Ehime,"Ehime Prefecture, Japan",administrative_area_level_1,Japan,33.61667,132.85,34.3016377@133.6928994*32.8977565@132.0126719,6
JP,JP-18,Fukui,Fukui,Fukui,"Fukui Prefecture, Japan",administrative_area_level_1,Japan,35.85,136.21667,36.2953951@136.8325209*35.3437435@135.4492255,4
JP,JP-40,Fukuoka,Fukuoka,Fukuoka Prefecture,"Fukuoka Prefecture, Japan",administrative_area_level_1,Japan,33.52813,130.66472,34.0222871@131.1906981*33.0000116@129.9818961,6
JP,JP-07,Fukushima,Fukushima,Fukushima-ken,"Fukushima Prefecture, Japan",administrative_area_level_1,Japan,37.38158,140.22199,37.97664040000001@141.0461626*36.7914363@139.1647912,6
JP,JP-21,Gifu,Gifu,Gifu,"Gifu Prefecture, Japan",administrative_area_level_1,Japan,35.78333,137.05,36.4649704@137.6529394*35.1337286@136.2761468,4
JP,JP-10,Gunma,Gunma,Gunma-ken,"Gunma Prefecture, Japan",administrative_area_level_1,Japan,36.50747,138.98235,37.0586065@139.6670784*35.9848314@138.39682,6
JP,JP-34,Hiroshima,Hiroshima,Hiroshima-ken,"Hiroshima Prefecture, Japan",administrative_area_level_1,Japan,34.60673,132.78543,35.105779@133.4706162*34.0338797@132.0361831,4
JP,JP-01,Hokkaido,Hokkaido,Hokkaido,"Hokkaido Prefecture, Japan",administrative_area_level_1,Japan,43.06451,141.3466,45.5230125@145.8175498*41.3521289@139.3343572,35
JP,JP-28,Hyogo,Hyogo,Hyogo,"Hyogo Prefecture, Japan",administrative_area_level_1,Japan,35.03333,134.81667,35.674731@135.4685184*34.1556703@134.2527119,4
JP,JP-08,Ibaraki,Ibaraki,Ibaraki,"Ibaraki Prefecture, Japan",administrative_area_level_1,Japan,36.3,140.31667,36.9439968@140.8495242*35.7401721@139.6874577,4
JP,JP-17,Ishikawa,Ishikawa,Ishikawa-ken,"Ishikawa Prefecture, Japan",administrative_area_level_1,Japan,36.77145,136.7705,37.6157893@137.3608273*36.0672759@136.2429978,4
JP,JP-03,Iwate,Iwate,Iwate,"Iwate Prefecture, Japan",administrative_area_level_1,Japan,39.6,141.35,40.4504514@142.0725079*38.7475203@140.6530101,9
JP,JP-37,Kagawa,Kagawa,Kagawa-ken,"Kagawa Prefecture, Japan",administrative_area_level_1,Japan,34.24717,133.99471,34.5648484@134.4407083*34.0123824@133.4466122,2
JP,JP-46,Kagoshima,Kagoshima,Kagoshima-ken,"Kagoshima Prefecture, Japan",administrative_area_level_1,Japan,31.569534,130.462373,32.3106872@131.4445875*27.0186993@128.3955977,24
JP,JP-14,Kanagawa,Kanagawa,Kanagawa,"Kanagawa Prefecture, Japan",administrative_area_level_1,Japan,35.41667,139.33333,35.6727538@139.8358472*35.1286277@138.9157521,2
JP,JP-39,Kochi,Kochi,Kochi Prefecture,"Kochi Prefecture, Japan",administrative_area_level_1,Japan,33.58333,133.36667,33.8833419@134.3140215*32.7021939@132.4798224,6
JP,JP-43,Kumamoto,Kumamoto,Kumamoto,"Kumamoto Prefecture, Japan",administrative_area_level_1,Japan,32.61667,130.75,33.1952616@131.3287256*32.0949535@129.9632865,6
JP,JP-26,Kyoto,Kyoto,Kyoto Prefecture,"Kyoto Prefecture, Japan",administrative_area_level_1,Japan,35.25,135.43333,35.7793193@136.0540829*34.7059884@134.8536955,6
JP,JP-24,Mie,Mie,Mie-ken,"Mie Prefecture, Japan",administrative_area_level_1,Japan,34.52123,136.38296,35.2576844@136.9877002*33.7226405@135.8528648,6
JP,JP-04,Miyagi,Miyagi,Miyagi-ken,"Miyagi Prefecture, Japan",administrative_area_level_1,Japan,38.44938,140.92624,39.0028589@141.6754538*37.7738624@140.2746668,6
JP,JP-45,Miyazaki,Miyazaki,Miyazaki,"Miyazaki Prefecture, Japan",administrative_area_level_1,Japan,32.2,131.3,32.8389586@131.8856526*31.3606123@130.7033512,4
